cap-shape,cap-surface,cap-color,spore-print-color,class
knobbed,smooth,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,smooth,brown,yellow,edible
convex,fibrous,gray,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
convex,smooth,gray,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
bell,smooth,brown,orange,edible
bell,smooth,gray,white,edible
convex,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,red,white,poisonous
convex,smooth,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,fibrous,gray,white,edible
knobbed,scaly,brown,white,poisonous
flat,smooth,brown,white,edible
knobbed,smooth,brown,white,poisonous
flat,scaly,yellow,white,poisonous
knobbed,smooth,brown,white,poisonous
flat,scaly,red,white,poisonous
convex,fibrous,gray,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
flat,scaly,brown,white,poisonous
flat,smooth,brown,yellow,edible
knobbed,scaly,brown,white,poisonous
flat,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
flat,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
convex,smooth,white,white,edible
convex,smooth,gray,white,edible
convex,fibrous,white,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
flat,smooth,brown,orange,edible
flat,smooth,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,smooth,gray,white,edible
convex,fibrous,white,white,edible
knobbed,scaly,brown,white,poisonous
convex,smooth,brown,orange,edible
knobbed,scaly,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,smooth,brown,buff,edible
flat,smooth,brown,brown,edible
bell,smooth,white,white,edible
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,brown,edible
knobbed,scaly,brown,white,poisonous
bell,fibrous,gray,white,edible
bell,smooth,gray,white,edible
convex,smooth,brown,white,poisonous
convex,smooth,brown,buff,edible
convex,smooth,white,white,edible
convex,smooth,brown,white,edible
knobbed,smooth,gray,white,edible
convex,smooth,white,white,edible
flat,scaly,cinnamon,white,poisonous
convex,smooth,brown,yellow,edible
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,white,white,edible
knobbed,fibrous,white,white,edible
bell,fibrous,gray,white,edible
knobbed,smooth,brown,buff,edible
knobbed,scaly,brown,white,poisonous
flat,scaly,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,brown,edible
flat,smooth,pink,white,edible
knobbed,scaly,brown,white,poisonous
bell,smooth,white,white,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,white,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
flat,smooth,brown,buff,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,brown,yellow,edible
convex,fibrous,white,white,edible
convex,fibrous,gray,white,edible
convex,smooth,brown,buff,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
convex,fibrous,gray,white,edible
knobbed,smooth,brown,white,poisonous
flat,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,smooth,gray,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,fibrous,gray,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,fibrous,white,white,edible
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
bell,fibrous,white,white,edible
convex,smooth,gray,white,edible
bell,smooth,gray,white,edible
knobbed,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
bell,smooth,white,white,edible
flat,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
bell,scaly,yellow,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,brown,white,edible
knobbed,smooth,red,white,poisonous
knobbed,fibrous,gray,white,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
convex,fibrous,gray,white,edible
bell,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
bell,smooth,brown,brown,edible
knobbed,scaly,red,white,poisonous
knobbed,smooth,red,white,poisonous
bell,smooth,gray,white,edible
knobbed,smooth,red,white,poisonous
bell,smooth,brown,orange,edible
flat,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
bell,fibrous,gray,white,edible
knobbed,smooth,white,white,edible
knobbed,smooth,brown,white,poisonous
flat,scaly,brown,white,poisonous
convex,smooth,white,white,edible
convex,smooth,brown,buff,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,buff,edible
bell,fibrous,white,white,edible
convex,smooth,white,white,edible
flat,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
convex,scaly,red,white,poisonous
flat,smooth,brown,yellow,edible
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
bell,smooth,white,white,edible
bell,smooth,gray,white,edible
knobbed,fibrous,gray,white,edible
knobbed,fibrous,gray,white,edible
convex,fibrous,white,white,edible
knobbed,scaly,red,white,poisonous
flat,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
flat,smooth,brown,white,poisonous
bell,smooth,white,white,edible
knobbed,smooth,white,white,edible
bell,fibrous,white,white,edible
flat,smooth,brown,buff,edible
knobbed,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
flat,scaly,brown,white,poisonous
convex,smooth,red,white,poisonous
flat,smooth,brown,orange,edible
knobbed,fibrous,white,white,edible
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,white,poisonous
bell,fibrous,gray,white,edible
knobbed,scaly,brown,white,poisonous
bell,smooth,brown,yellow,edible
flat,smooth,brown,brown,edible
knobbed,scaly,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
convex,smooth,gray,white,edible
knobbed,scaly,brown,white,poisonous
flat,scaly,cinnamon,white,edible
bell,smooth,brown,brown,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
bell,fibrous,gray,white,edible
knobbed,scaly,brown,white,poisonous
bell,fibrous,white,white,edible
knobbed,smooth,red,white,poisonous
convex,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,orange,edible
knobbed,smooth,brown,brown,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,brown,edible
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,fibrous,white,white,edible
bell,smooth,brown,brown,edible
knobbed,smooth,red,white,poisonous
flat,smooth,brown,buff,edible
flat,scaly,brown,white,edible
knobbed,scaly,red,white,poisonous
flat,smooth,gray,white,edible
convex,smooth,pink,white,edible
conical,scaly,yellow,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
bell,smooth,brown,orange,edible
knobbed,smooth,brown,white,poisonous
convex,smooth,white,white,edible
convex,smooth,red,white,poisonous
convex,scaly,cinnamon,white,poisonous
flat,smooth,brown,white,poisonous
knobbed,smooth,brown,buff,edible
bell,scaly,brown,white,edible
flat,smooth,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,smooth,gray,white,edible
convex,scaly,brown,white,edible
flat,smooth,brown,white,poisonous
knobbed,smooth,brown,yellow,edible
bell,fibrous,white,white,edible
convex,fibrous,white,white,edible
knobbed,smooth,brown,white,poisonous
convex,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,brown,buff,edible
knobbed,smooth,red,white,poisonous
convex,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
bell,fibrous,gray,white,edible
knobbed,smooth,brown,yellow,edible
knobbed,scaly,brown,white,poisonous
knobbed,scaly,yellow,white,poisonous
knobbed,smooth,white,white,edible
convex,smooth,brown,yellow,edible
knobbed,smooth,brown,white,poisonous
knobbed,fibrous,gray,white,edible
knobbed,fibrous,white,white,edible
flat,smooth,brown,buff,edible
convex,smooth,white,white,edible
bell,smooth,gray,white,edible
convex,fibrous,white,white,edible
knobbed,fibrous,white,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,fibrous,gray,white,edible
convex,smooth,white,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,red,white,poisonous
bell,smooth,brown,brown,edible
knobbed,smooth,red,white,poisonous
convex,smooth,gray,white,edible
convex,smooth,brown,yellow,edible
bell,smooth,white,white,edible
knobbed,smooth,red,white,poisonous
convex,smooth,brown,brown,edible
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
bell,fibrous,white,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
bell,smooth,gray,white,edible
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,white,white,edible
convex,smooth,white,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,edible
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
bell,smooth,brown,orange,edible
bell,fibrous,gray,white,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
flat,scaly,brown,white,poisonous
flat,scaly,brown,white,poisonous
flat,smooth,brown,yellow,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,white,white,edible
bell,smooth,brown,buff,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
convex,smooth,white,white,edible
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
flat,scaly,cinnamon,white,poisonous
convex,smooth,brown,white,poisonous
knobbed,fibrous,gray,white,edible
knobbed,smooth,red,white,poisonous
convex,scaly,brown,white,poisonous
flat,scaly,red,white,poisonous
knobbed,smooth,brown,buff,edible
knobbed,smooth,brown,white,poisonous
bell,fibrous,gray,white,edible
bell,fibrous,white,white,edible
convex,smooth,brown,yellow,edible
knobbed,scaly,brown,white,poisonous
flat,smooth,brown,orange,edible
convex,smooth,white,white,edible
knobbed,smooth,red,white,poisonous
knobbed,smooth,red,white,poisonous
convex,smooth,gray,white,edible
bell,smooth,gray,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
convex,fibrous,white,white,edible
knobbed,scaly,red,white,poisonous
bell,smooth,brown,buff,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,smooth,brown,yellow,edible
flat,smooth,brown,brown,edible
knobbed,smooth,gray,white,edible
flat,smooth,brown,yellow,edible
knobbed,scaly,red,white,poisonous
bell,smooth,brown,buff,edible
knobbed,smooth,brown,brown,edible
knobbed,scaly,red,white,poisonous
flat,smooth,brown,brown,edible
knobbed,smooth,red,white,poisonous
bell,fibrous,gray,white,edible
knobbed,scaly,brown,white,poisonous
flat,smooth,brown,buff,edible
knobbed,smooth,brown,white,poisonous
convex,smooth,gray,white,edible
convex,smooth,gray,white,edible
knobbed,smooth,brown,buff,edible
convex,smooth,brown,buff,edible
knobbed,scaly,red,white,poisonous
convex,fibrous,gray,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,white,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,red,white,poisonous
convex,fibrous,gray,white,edible
convex,smooth,brown,orange,edible
bell,smooth,white,white,edible
knobbed,smooth,brown,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
convex,smooth,brown,buff,edible
convex,smooth,gray,white,edible
knobbed,smooth,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,white,white,edible
bell,smooth,brown,buff,edible
knobbed,smooth,white,white,edible
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,white,poisonous
knobbed,smooth,brown,brown,edible
knobbed,smooth,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,scaly,red,white,poisonous
convex,fibrous,white,white,edible
flat,smooth,red,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
flat,smooth,brown,buff,edible
convex,scaly,brown,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
bell,smooth,white,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,smooth,brown,brown,edible
convex,smooth,gray,white,edible
convex,smooth,gray,white,edible
flat,scaly,brown,white,poisonous
flat,scaly,brown,white,poisonous
flat,scaly,gray,white,edible
knobbed,smooth,red,white,poisonous
convex,fibrous,white,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
convex,smooth,red,white,poisonous
convex,fibrous,gray,white,edible
flat,smooth,brown,brown,edible
convex,scaly,red,white,poisonous
bell,fibrous,white,white,edible
knobbed,smooth,red,white,poisonous
convex,fibrous,gray,white,edible
flat,scaly,brown,white,poisonous
convex,smooth,brown,orange,edible
bell,smooth,gray,white,edible
bell,smooth,brown,orange,edible
knobbed,smooth,red,white,poisonous
flat,smooth,brown,orange,edible
convex,fibrous,gray,white,edible
knobbed,smooth,brown,white,poisonous
convex,fibrous,white,white,edible
flat,scaly,pink,white,edible
knobbed,scaly,red,white,poisonous
knobbed,fibrous,gray,white,edible
knobbed,smooth,brown,yellow,edible
knobbed,smooth,brown,white,poisonous
knobbed,smooth,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,orange,edible
knobbed,scaly,brown,white,poisonous
knobbed,fibrous,white,white,edible
knobbed,scaly,red,white,poisonous
flat,smooth,brown,white,edible
knobbed,smooth,red,white,poisonous
convex,fibrous,gray,white,edible
knobbed,scaly,red,white,poisonous
knobbed,scaly,red,white,poisonous
knobbed,smooth,brown,white,poisonous
bell,smooth,brown,orange,edible
knobbed,smooth,white,white,edible
bell,smooth,brown,orange,edible
flat,scaly,gray,white,edible
knobbed,scaly,red,white,poisonous
convex,scaly,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,brown,yellow,edible
knobbed,smooth,brown,orange,edible
convex,scaly,cinnamon,white,edible
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,smooth,red,white,poisonous
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
flat,smooth,cinnamon,white,edible
convex,smooth,brown,brown,edible
bell,fibrous,white,white,edible
knobbed,fibrous,gray,white,edible
flat,smooth,brown,orange,edible
knobbed,smooth,brown,orange,edible
knobbed,fibrous,white,white,edible
knobbed,scaly,red,white,poisonous
bell,fibrous,white,white,edible
knobbed,scaly,brown,white,poisonous
knobbed,scaly,red,white,poisonous
